|	1	|	0.951057	|	0.809017	|	0.587785	|	0.309017	|	6.12303e-17	|	-0.309017	|	-0.587785	|	-0.809017	|	-0.951057	|	-1	|

|	0.951057	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	-0.951057	|

|	0.809017	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	-0.809017	|

|	0.587785	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	-0.587785	|

|	0.309017	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	-0.309017	|

|	6.12303e-17	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	-6.12303e-17	|

|	-0.309017	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0.309017	|

|	-0.587785	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0.587785	|

|	-0.809017	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0.809017	|

|	-0.951057	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0.951057	|

|	-1	|	-0.951057	|	-0.809017	|	-0.587785	|	-0.309017	|	-6.12303e-17	|	0.309017	|	0.587785	|	0.809017	|	0.951057	|	1	|

