#X	Y	Z
0	0	1
0	1	0.998795
0	2	0.995185
0	3	0.989177
0	4	0.980785
0	5	0.970031
0	6	0.95694
0	7	0.941544
0	8	0.92388
0	9	0.903989
0	10	0.881921
0	11	0.857729
0	12	0.83147
0	13	0.803208
0	14	0.77301
0	15	0.740951
0	16	0.707107
0	17	0.671559
0	18	0.634393
0	19	0.595699
0	20	0.55557
0	21	0.514103
0	22	0.471397
0	23	0.427555
0	24	0.382683
0	25	0.33689
0	26	0.290285
0	27	0.24298
0	28	0.19509
0	29	0.14673
0	30	0.0980171
0	31	0.0490677
0	32	6.12303e-17
0	33	-0.0490677
0	34	-0.0980171
0	35	-0.14673
0	36	-0.19509
0	37	-0.24298
0	38	-0.290285
0	39	-0.33689
0	40	-0.382683
0	41	-0.427555
0	42	-0.471397
0	43	-0.514103
0	44	-0.55557
0	45	-0.595699
0	46	-0.634393
0	47	-0.671559
0	48	-0.707107
0	49	-0.740951
0	50	-0.77301
0	51	-0.803208
0	52	-0.83147
0	53	-0.857729
0	54	-0.881921
0	55	-0.903989
0	56	-0.92388
0	57	-0.941544
0	58	-0.95694
0	59	-0.970031
0	60	-0.980785
0	61	-0.989177
0	62	-0.995185
0	63	-0.998795
0	64	-1

1	0	0.998795
1	1	1.67484
1	2	1.89515
1	3	1.95971
1	4	1.9749
1	5	1.9629
1	6	1.93957
1	7	1.90771
1	8	1.86854
1	9	1.8247
1	10	1.77477
1	11	1.72139
1	12	1.66356
1	13	1.6026
1	14	1.53696
1	15	1.46875
1	16	1.397
1	17	1.32275
1	18	1.24442
1	19	1.16383
1	20	1.08048
1	21	0.995071
1	22	0.906924
1	23	0.817444
1	24	0.726009
1	25	0.633058
1	26	0.53828
1	27	0.442513
1	28	0.345836
1	29	0.248336
1	30	0.149893
1	31	0.0515931
1	32	-0.0471384
1	33	-0.145685
1	34	-0.241236
1	35	-0.335302
1	36	-0.427867
1	37	-0.519402
1	38	-0.608662
1	39	-0.696025
1	40	-0.781714
1	41	-0.866366
1	42	-0.94886
1	43	-1.02976
1	44	-1.10834
1	45	-1.18542
1	46	-1.26059
1	47	-1.3336
1	48	-1.40457
1	49	-1.47154
1	50	-1.52624
1	51	-1.5739
1	52	-1.61407
1	53	-1.65056
1	54	-1.68908
1	55	-1.72639
1	56	-1.7658
1	57	-1.79495
1	58	-1.77965
1	59	-1.74431
1	60	-1.72787
1	61	-1.68563
1	62	-1.45528
1	63	-1.17231
1	64	-0.998795

2	0	0.995185
2	1	1.89515
2	2	2.25727
2	3	2.38454
2	4	2.43006
2	5	2.42468
2	6	2.40004
2	7	2.36204
2	8	2.31182
2	9	2.25657
2	10	2.19141
2	11	2.12331
2	12	2.04777
2	13	1.9711
2	14	1.88641
2	15	1.79971
2	16	1.70735
2	17	1.61765
2	18	1.51829
2	19	1.41781
2	20	1.31138
2	21	1.20706
2	22	1.0955
2	23	0.98385
2	24	0.867742
2	25	0.75577
2	26	0.636355
2	27	0.517887
2	28	0.39517
2	29	0.27651
2	30	0.152403
2	31	0.03036
2	32	-0.0943602
2	33	-0.21205
2	34	-0.331484
2	35	-0.446213
2	36	-0.562252
2	37	-0.671562
2	38	-0.782423
2	39	-0.888819
2	40	-0.995644
2	41	-1.09502
2	42	-1.1974
2	43	-1.29606
2	44	-1.39508
2	45	-1.48728
2	46	-1.58218
2	47	-1.67192
2	48	-1.76185
2	49	-1.8438
2	50	-1.91149
2	51	-1.96754
2	52	-2.01466
2	53	-2.05197
2	54	-2.09669
2	55	-2.13548
2	56	-2.179
2	57	-2.21269
2	58	-2.18369
2	59	-2.11428
2	60	-2.06235
2	61	-1.99029
2	62	-1.65572
2	63	-1.28047
2	64	-0.995185

3	0	0.989177
3	1	1.95971
3	2	2.38454
3	3	2.55523
3	4	2.62265
3	5	2.628
3	6	2.60776
3	7	2.56846
3	8	2.51544
3	9	2.45381
3	10	2.38214
3	11	2.30504
3	12	2.22223
3	13	2.13595
3	14	2.04198
3	15	1.94444
3	16	1.84641
3	17	1.74724
3	18	1.63894
3	19	1.52676
3	20	1.41243
3	21	1.29687
3	22	1.17471
3	23	1.0504
3	24	0.927133
3	25	0.803869
3	26	0.674268
3	27	0.542592
3	28	0.411019
3	29	0.280028
3	30	0.144644
3	31	0.00937158
3	32	-0.122168
3	33	-0.250759
3	34	-0.37919
3	35	-0.50565
3	36	-0.628501
3	37	-0.747867
3	38	-0.867242
3	39	-0.984022
3	40	-1.09515
3	41	-1.20287
3	42	-1.31257
3	43	-1.42128
3	44	-1.52573
3	45	-1.62712
3	46	-1.72957
3	47	-1.82932
3	48	-1.92701
3	49	-2.01736
3	50	-2.09046
3	51	-2.15105
3	52	-2.19651
3	53	-2.23472
3	54	-2.27686
3	55	-2.31607
3	56	-2.36531
3	57	-2.39884
3	58	-2.35553
3	59	-2.26679
3	60	-2.2113
3	61	-2.11346
3	62	-1.77008
3	63	-1.34315
3	64	-0.989177

4	0	0.980785
4	1	1.9749
4	2	2.43006
4	3	2.62265
4	4	2.70621
4	5	2.71962
4	6	2.70403
4	7	2.66536
4	8	2.61106
4	9	2.54638
4	10	2.47052
4	11	2.38924
4	12	2.30147
4	13	2.2095
4	14	2.10974
4	15	2.00955
4	16	1.90718
4	17	1.80367
4	18	1.68958
4	19	1.57344
4	20	1.45359
4	21	1.33216
4	22	1.20349
4	23	1.07586
4	24	0.94739
4	25	0.819032
4	26	0.682875
4	27	0.546583
4	28	0.409017
4	29	0.271666
4	30	0.129617
4	31	-0.00842532
4	32	-0.144604
4	33	-0.277637
4	34	-0.411638
4	35	-0.541484
4	36	-0.668849
4	37	-0.792967
4	38	-0.917223
4	39	-1.03551
4	40	-1.14965
4	41	-1.2608
4	42	-1.37494
4	43	-1.48631
4	44	-1.59484
4	45	-1.70058
4	46	-1.80825
4	47	-1.91263
4	48	-2.01524
4	49	-2.11039
4	50	-2.1868
4	51	-2.24784
4	52	-2.29349
4	53	-2.33042
4	54	-2.37237
4	55	-2.41575
4	56	-2.46691
4	57	-2.49904
4	58	-2.44922
4	59	-2.35924
4	60	-2.29604
4	61	-2.183
4	62	-1.82055
4	63	-1.37283
4	64	-0.980785

5	0	0.970031
5	1	1.9629
5	2	2.42468
5	3	2.628
5	4	2.71962
5	5	2.73948
5	6	2.72778
5	7	2.69089
5	8	2.63694
5	9	2.57112
5	10	2.49438
5	11	2.41099
5	12	2.32058
5	13	2.22571
5	14	2.12659
5	15	2.0249
5	16	1.92146
5	17	1.81545
5	18	1.70112
5	19	1.5827
5	20	1.46052
5	21	1.33595
5	22	1.20779
5	23	1.07825
5	24	0.948434
5	25	0.817172
5	26	0.68052
5	27	0.541774
5	28	0.401741
5	29	0.261344
5	30	0.120571
5	31	-0.0186643
5	32	-0.155459
5	33	-0.290587
5	34	-0.424144
5	35	-0.555406
5	36	-0.68414
5	37	-0.810156
5	38	-0.932524
5	39	-1.05103
5	40	-1.16529
5	41	-1.27778
5	42	-1.39106
5	43	-1.50365
5	44	-1.61325
5	45	-1.72137
5	46	-1.83068
5	47	-1.93763
5	48	-2.04306
5	49	-2.14063
5	50	-2.21684
5	51	-2.27821
5	52	-2.32211
5	53	-2.35883
5	54	-2.40503
5	55	-2.45053
5	56	-2.5019
5	57	-2.53288
5	58	-2.48915
5	59	-2.39807
5	60	-2.3321
5	61	-2.20961
5	62	-1.8458
5	63	-1.38381
5	64	-0.970031

6	0	0.95694
6	1	1.93957
6	2	2.40004
6	3	2.60776
6	4	2.70403
6	5	2.72778
6	6	2.71915
6	7	2.68386
6	8	2.63073
6	9	2.56404
6	10	2.4869
6	11	2.40217
6	12	2.31076
6	13	2.21598
6	14	2.11694
6	15	2.01521
6	16	1.91121
6	17	1.80516
6	18	1.69047
6	19	1.57125
6	20	1.44807
6	21	1.32401
6	22	1.19584
6	23	1.06635
6	24	0.935844
6	25	0.804474
6	26	0.667514
6	27	0.527948
6	28	0.38719
6	29	0.24845
6	30	0.108572
6	31	-0.0297902
6	32	-0.166432
6	33	-0.300604
6	34	-0.433572
6	35	-0.564739
6	36	-0.693371
6	37	-0.817648
6	38	-0.938603
6	39	-1.0561
6	40	-1.16977
6	41	-1.28113
6	42	-1.3938
6	43	-1.50638
6	44	-1.61643
6	45	-1.72534
6	46	-1.83558
6	47	-1.94394
6	48	-2.05063
6	49	-2.14916
6	50	-2.22577
6	51	-2.28682
6	52	-2.33059
6	53	-2.36926
6	54	-2.41716
6	55	-2.46473
6	56	-2.51632
6	57	-2.54544
6	58	-2.50213
6	59	-2.40917
6	60	-2.34051
6	61	-2.21492
6	62	-1.84689
6	63	-1.38097
6	64	-0.95694

7	0	0.941544
7	1	1.90771
7	2	2.36204
7	3	2.56846
7	4	2.66536
7	5	2.69089
7	6	2.68386
7	7	2.64997
7	8	2.59702
7	9	2.53073
7	10	2.45346
7	11	2.36894
7	12	2.27899
