0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	

0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0.309017	|	

0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0.587785	|	

0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0.809017	|	

0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0.951057	|	

0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	1	|	

0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0.951057	|	

0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0.809017	|	

0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0.587785	|	

0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0.309017	|	

0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	0	|	1.22461e-16	|	

